"Application id","Session id","Loan Amount","Loan Term","Loan issued","Loan missed first payment","Customer completed open banking","Customer uploaded a payslip","Customer signed contract","Customer is a homeowner"
18926030,"38bba2e0-798d-11ea-a8e5-069d8de3f4da",1600,12,1,0,1,0,1,0
18926039,"49ff0601-798d-11ea-a8e5-069d8de3f4da",5000,36,0,0,1,0,1,0
18926105,"c3498c34-798d-11ea-a8e5-069d8de3f4da",3000,36,1,0,1,1,1,1
18926234,"b1319b38-798e-11ea-a8e5-069d8de3f4da",10000,36,1,0,1,1,1,0
18926261,"d691909c-798e-11ea-a8e5-069d8de3f4da",1500,24,0,0,0,0,0,0
18926386,"bd53388a-798f-11ea-a8e5-069d8de3f4da",1500,60,1,0,1,0,1,0
18926399,"d28ddf89-798f-11ea-a8e5-069d8de3f4da",3000,24,1,0,1,0,1,0
18926434,"2b3891c9-7990-11ea-a8e5-069d8de3f4da",10000,48,0,0,1,0,1,0
18926442,"3565748b-7990-11ea-a8e5-069d8de3f4da",10000,36,1,0,1,1,1,0
18926461,"566689ea-7990-11ea-a8e5-069d8de3f4da",10000,48,0,0,1,0,1,0
18926514,"5c53a877-7990-11ea-a8e5-069d8de3f4da",2000,24,1,0,0,1,1,1
18926526,"d8fb3ba3-7990-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,0
18926628,"a805a75e-7991-11ea-a8e5-069d8de3f4da",1000,48,0,0,1,0,0,0
18926811,"3cc8448e-7993-11ea-a8e5-069d8de3f4da",2500,24,0,0,0,0,0,1
18927004,"d48cdca6-7994-11ea-a8e5-069d8de3f4da",4000,36,1,0,1,0,1,0
18927043,"3358abbe-7995-11ea-a8e5-069d8de3f4da",3000,60,1,0,1,0,1,0
18927251,"b8f8aa49-7996-11ea-a8e5-069d8de3f4da",4500,12,1,0,1,1,1,0
18927568,"e1fc1723-7998-11ea-a8e5-069d8de3f4da",1000,18,0,0,0,0,0,0
18927732,"fba674a6-7999-11ea-a8e5-069d8de3f4da",6198,36,0,0,0,0,0,1
18927954,"99a7bd68-799b-11ea-a8e5-069d8de3f4da",2000,24,0,0,1,0,0,0
18928037,"3def34a6-799c-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,1,1,0
18928081,"84761116-799c-11ea-a8e5-069d8de3f4da",4000,24,0,0,0,0,0,1
18928502,"5939d481-799f-11ea-a8e5-069d8de3f4da",1500,36,1,0,0,0,1,0
18928670,"a65235e0-79a0-11ea-a8e5-069d8de3f4da",2000,24,0,0,0,0,0,0
18928691,"caac680c-79a0-11ea-a8e5-069d8de3f4da",10000,60,1,0,1,0,1,1
18928816,"6bb6be90-79a1-11ea-a8e5-069d8de3f4da",7000,30,1,0,1,0,1,0
18928862,"fbd1f470-79a1-11ea-a8e5-069d8de3f4da",1500,36,1,0,1,0,1,0
18928911,"44aa84c5-79a2-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,1
18929010,"dea16575-79a2-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,0,1,0
18929152,"cfc5b853-79a3-11ea-a8e5-069d8de3f4da",1000,18,1,0,1,1,1,0
18929213,"37c33460-79a4-11ea-a8e5-069d8de3f4da",5000,60,1,0,0,1,1,0
18929427,"8a0f893d-79a5-11ea-a8e5-069d8de3f4da",5000,60,0,0,0,0,0,1
18929544,"30a30ab3-79a6-11ea-a8e5-069d8de3f4da",1000,18,0,0,0,0,0,0
18929615,"1a88a902-79a6-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,1
18929831,"c0b1ff77-79a7-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,0,0
18929848,"d83c9cf5-79a7-11ea-a8e5-069d8de3f4da",500,12,0,0,1,0,0,0
18929906,"2e91d72d-79a8-11ea-a8e5-069d8de3f4da",4000,24,0,0,0,0,0,0
18929932,"4d4e2928-79a8-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,1,1,1
18929973,"8defc0e9-79a8-11ea-a8e5-069d8de3f4da",10000,60,1,0,1,0,1,0
18930186,"de5589f3-79a9-11ea-a8e5-069d8de3f4da",3500,36,0,0,0,0,0,0
18930272,"73a5a570-79aa-11ea-a8e5-069d8de3f4da",8000,36,1,0,0,0,1,1
18930352,"f9ee3de1-79aa-11ea-a8e5-069d8de3f4da",11000,60,1,0,0,1,1,0
18930465,"b1ea3e55-79ab-11ea-a8e5-069d8de3f4da",4000,24,0,0,0,0,0,1
18930571,"40307fe7-79ac-11ea-a8e5-069d8de3f4da",8000,48,1,0,1,0,1,1
18930667,"ec6d17cb-79ac-11ea-a8e5-069d8de3f4da",1200,48,1,0,0,1,1,0
18930771,"88df600f-79ad-11ea-a8e5-069d8de3f4da",5000,36,1,0,0,1,1,0
18930787,"a3dfb1b4-79ad-11ea-a8e5-069d8de3f4da",8500,60,0,0,0,0,0,0
18930961,"dbdd4acc-79ae-11ea-a8e5-069d8de3f4da",5000,48,1,1,1,0,1,0
18931053,"8095d9f8-79af-11ea-a8e5-069d8de3f4da",5000,60,1,0,1,1,1,0
18931230,"bf3c04f4-79b0-11ea-a8e5-069d8de3f4da",5000,24,1,0,1,0,1,0
18931380,"dafae07c-79b1-11ea-a8e5-069d8de3f4da",1500,18,0,0,0,0,0,0
18931440,"4c2b0ba0-79b2-11ea-a8e5-069d8de3f4da",10000,36,1,0,1,0,1,1
18931784,"12299395-79b5-11ea-a8e5-069d8de3f4da",10500,48,1,0,0,1,1,1
18931814,"622c8f23-79b5-11ea-a8e5-069d8de3f4da",1500,36,1,0,0,0,1,1
18932054,"f5abee2d-79b6-11ea-a8e5-069d8de3f4da",2500,36,0,0,0,0,1,1
18932216,"0bff127d-79b9-11ea-a8e5-069d8de3f4da",1500,24,1,0,0,0,1,0
18932234,"4908a815-79b9-11ea-a8e5-069d8de3f4da",1300,12,1,0,1,0,1,0
18932279,"9d9913ed-79b9-11ea-a8e5-069d8de3f4da",5000,24,1,0,1,0,1,1
18932292,"c27dc452-79b9-11ea-a8e5-069d8de3f4da",1200,12,1,0,1,0,1,0
18932392,"c35d41be-79ba-11ea-a8e5-069d8de3f4da",1300,18,1,0,1,0,1,0
18932621,"b4f6db01-79bc-11ea-a8e5-069d8de3f4da",2500,18,1,0,1,0,1,0
18932652,"ef43a397-79bc-11ea-a8e5-069d8de3f4da",2500,30,1,0,1,1,1,1
18932719,"d956db28-79bd-11ea-a8e5-069d8de3f4da",3000,36,0,0,0,0,0,0
18932778,"916cd320-79be-11ea-a8e5-069d8de3f4da",4500,30,1,0,1,0,1,0
18932808,"d7c59c61-79be-11ea-a8e5-069d8de3f4da",7500,48,0,0,0,0,0,1
18932966,"86b32f9a-79c0-11ea-a8e5-069d8de3f4da",3000,36,1,0,1,1,1,0
18933251,"eeef2973-79c2-11ea-a8e5-069d8de3f4da",1900,24,1,0,0,1,1,1
18933353,"d183bee8-79c3-11ea-a8e5-069d8de3f4da",5000,36,0,0,1,0,0,0
18933443,"abb76e9e-79c4-11ea-a8e5-069d8de3f4da",5000,60,0,0,1,0,1,1
18933912,"afaf364f-79c8-11ea-a8e5-069d8de3f4da",7000,48,0,0,0,0,0,1
18933988,"61030d94-79c9-11ea-a8e5-069d8de3f4da",3000,60,0,0,0,0,0,1
18934003,"7e4b2dd6-79c9-11ea-a8e5-069d8de3f4da",2000,24,1,0,1,0,1,0
18934267,"7a8b03eb-79cb-11ea-a8e5-069d8de3f4da",20000,60,0,0,0,0,0,0
18934910,"f6ca30e3-79d0-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,1,1,0
18935081,"99f12adf-79d2-11ea-a8e5-069d8de3f4da",3500,48,1,0,1,1,1,0
18935082,"9cca67ca-79d2-11ea-a8e5-069d8de3f4da",5000,24,1,0,0,0,1,0
18935087,"a8510608-79d2-11ea-a8e5-069d8de3f4da",5000,42,0,0,0,0,0,1
18935103,"beec93df-79d2-11ea-a8e5-069d8de3f4da",5000,18,0,0,0,0,0,0
18935301,"890d9bd2-79d4-11ea-a8e5-069d8de3f4da",9000,42,0,0,1,0,0,0
18935384,"7981b182-79d5-11ea-a8e5-069d8de3f4da",3000,36,0,0,1,0,1,1
18935793,"217dce94-79d9-11ea-a8e5-069d8de3f4da",2000,36,0,0,0,0,0,1
18936030,"774a61ed-79db-11ea-a8e5-069d8de3f4da",10000,48,1,0,0,0,1,1
18936065,"9c79ed58-79db-11ea-a8e5-069d8de3f4da",1000,30,0,0,0,0,0,0
18936092,"1694e45a-79dc-11ea-a8e5-069d8de3f4da",10000,60,0,0,0,0,0,1
18936246,"ebc0677b-79dd-11ea-a8e5-069d8de3f4da",2000,24,0,0,0,0,0,1
18936390,"f4340013-79de-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,0,1
18936435,"1944179a-79e0-11ea-a8e5-069d8de3f4da",800,24,0,0,1,0,1,0
18936439,"1cb6c649-79e0-11ea-a8e5-069d8de3f4da",5000,30,0,0,0,0,0,0
18936448,"3357b477-79e0-11ea-a8e5-069d8de3f4da",2000,48,1,0,1,0,1,1
18936800,"2a84c73c-79e5-11ea-a8e5-069d8de3f4da",4500,36,0,0,0,0,0,0
18937281,"616106e2-79ec-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,0
18937409,"ec9aa5d1-79ee-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,0,0
18937837,"7fb0e9d2-79fa-11ea-a8e5-069d8de3f4da",3500,24,1,0,1,0,1,1
18938255,"ca55d909-7a0e-11ea-a8e5-069d8de3f4da",7500,48,0,0,0,0,0,0
18938364,"1fe2ad39-7a18-11ea-a8e5-069d8de3f4da",6000,48,1,0,0,0,1,0
18938631,"22e6891f-7a26-11ea-a8e5-069d8de3f4da",1000,36,0,0,0,0,0,0
18938916,"0092b9c9-7a2c-11ea-a8e5-069d8de3f4da",6000,36,0,0,0,0,0,0
18939092,"f25b4325-7a2e-11ea-a8e5-069d8de3f4da",4000,48,0,0,0,0,0,1
18939125,"57e1cd8e-7a2f-11ea-a8e5-069d8de3f4da",2000,12,0,0,0,0,0,0
18939319,"89dd53f3-7a31-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,1,1,0
18939593,"7a87a75a-7a34-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,1,0
18939840,"08906275-7a37-11ea-a8e5-069d8de3f4da",1000,12,1,0,0,0,1,0
18940046,"118da947-7a39-11ea-a8e5-069d8de3f4da",2000,12,0,0,1,0,1,0
18940076,"7405228d-7a39-11ea-a8e5-069d8de3f4da",3800,48,1,0,1,1,1,1
18940171,"5214f942-7a3a-11ea-a8e5-069d8de3f4da",5000,60,1,0,1,1,1,0
18940362,"0414d8e6-7a3c-11ea-a8e5-069d8de3f4da",5200,36,0,0,1,0,0,1
18940403,"6c34529f-7a3c-11ea-a8e5-069d8de3f4da",3000,30,1,0,1,0,1,1
18940830,"9ef898d4-7a40-11ea-a8e5-069d8de3f4da",3500,36,0,0,0,0,0,0
18941158,"aa59170c-7a43-11ea-a8e5-069d8de3f4da",6000,60,0,0,0,0,0,1
18941531,"e10a5c76-7a46-11ea-a8e5-069d8de3f4da",10000,60,0,0,1,1,0,0
18941615,"8d115c03-7a47-11ea-a8e5-069d8de3f4da",3000,36,0,0,1,0,1,0
18941706,"4b1f6eb1-7a48-11ea-a8e5-069d8de3f4da",1300,12,1,0,1,0,1,1
18941852,"a7ebcfff-7a49-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,1,0
18941898,"21a33b41-7a4a-11ea-a8e5-069d8de3f4da",10000,24,1,0,0,0,1,0
18941956,"9b9eaa2f-7a4a-11ea-a8e5-069d8de3f4da",15000,60,0,0,0,0,0,0
18941971,"c5083838-7a4a-11ea-a8e5-069d8de3f4da",500,12,1,0,0,1,1,0
18942087,"c40d8b0d-7a4b-11ea-a8e5-069d8de3f4da",15000,60,0,0,1,1,0,0
18942225,"f4ed3e88-7a4c-11ea-a8e5-069d8de3f4da",10000,60,1,0,1,1,1,0
18942290,"851a2b23-7a4d-11ea-a8e5-069d8de3f4da",5000,36,1,0,0,0,1,1
18942421,"7ca32789-7a4e-11ea-a8e5-069d8de3f4da",1500,24,1,0,1,1,1,0
18942493,"e427f2a6-7a4e-11ea-a8e5-069d8de3f4da",6000,12,0,0,0,0,1,0
18943006,"79337a29-7a51-11ea-a8e5-069d8de3f4da",2000,60,1,0,0,1,1,0
18943029,"a7763d04-7a51-11ea-a8e5-069d8de3f4da",5000,24,0,0,0,0,0,0
18943039,"b5875b68-7a51-11ea-a8e5-069d8de3f4da",3000,36,0,0,0,0,1,0
18943157,"75232209-7a52-11ea-a8e5-069d8de3f4da",5000,36,1,0,0,1,1,0
18943201,"bcefb660-7a52-11ea-a8e5-069d8de3f4da",3500,36,0,0,1,0,1,0
18943247,"052022a8-7a53-11ea-a8e5-069d8de3f4da",3000,54,0,0,0,0,0,0
18943271,"39ccc2ca-7a53-11ea-a8e5-069d8de3f4da",3000,24,1,0,0,0,1,0
18943512,"527379c9-7a54-11ea-a8e5-069d8de3f4da",1000,18,1,0,0,0,1,1
18943751,"3fe59dc1-7a56-11ea-a8e5-069d8de3f4da",1000,12,0,0,0,0,1,1
18943840,"cc36dd11-7a56-11ea-a8e5-069d8de3f4da",4000,48,0,0,0,0,1,1
18944175,"11010af7-7a59-11ea-a8e5-069d8de3f4da",4500,48,0,0,0,0,1,0
18944248,"8789b8ca-7a59-11ea-a8e5-069d8de3f4da",1000,24,1,0,1,1,1,0
18944483,"4c1d8aa4-7a5b-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,1,1,0
18944640,"588a50f2-7a5c-11ea-a8e5-069d8de3f4da",2000,60,0,0,0,0,0,0
18944823,"9a2b6cd4-7a5d-11ea-a8e5-069d8de3f4da",10000,60,1,1,0,0,1,0
18944925,"6b0dc6fd-7a5e-11ea-a8e5-069d8de3f4da",3000,36,1,0,1,1,1,0
18945197,"46216c36-7a60-11ea-a8e5-069d8de3f4da",5500,60,1,0,0,1,1,1
18945456,"0dcfae89-7a62-11ea-a8e5-069d8de3f4da",4200,30,1,0,1,0,1,0
18945530,"c4a75bcc-7a62-11ea-a8e5-069d8de3f4da",9000,60,0,0,0,0,0,1
18945698,"10d9b1f2-7a64-11ea-a8e5-069d8de3f4da",2000,24,1,0,1,0,1,0
18945782,"b5b70e11-7a64-11ea-a8e5-069d8de3f4da",4800,24,0,0,0,1,0,1
18945877,"5a57cb8e-7a65-11ea-a8e5-069d8de3f4da",500,12,1,0,1,0,1,0
18946056,"d623839e-7a66-11ea-a8e5-069d8de3f4da",8000,48,1,0,1,1,1,0
18946064,"e11883b2-7a66-11ea-a8e5-069d8de3f4da",1000,12,1,0,0,0,1,0
18946236,"1ac39bae-7a68-11ea-a8e5-069d8de3f4da",4000,48,1,0,1,0,1,0
18946616,"c591b0d1-7a6a-11ea-a8e5-069d8de3f4da",1400,60,1,0,1,1,1,0
18946739,"9e670042-7a6b-11ea-a8e5-069d8de3f4da",3700,36,1,0,0,0,1,1
18946877,"60db5d65-7a6c-11ea-a8e5-069d8de3f4da",2500,12,0,0,1,0,1,0
18946942,"d3318b5f-7a6c-11ea-a8e5-069d8de3f4da",2000,36,1,0,0,1,1,0
18947142,"0698cbb6-7a6e-11ea-a8e5-069d8de3f4da",3500,48,0,0,0,0,0,1
18947171,"38fa1f83-7a6e-11ea-a8e5-069d8de3f4da",9000,36,1,0,1,1,1,1
18947599,"bc07851b-7a70-11ea-a8e5-069d8de3f4da",3500,60,1,0,1,0,1,0
18947850,"0eb9d4ac-7a72-11ea-a8e5-069d8de3f4da",1000,36,0,0,0,0,1,1
18948165,"db3f2c0f-7a73-11ea-a8e5-069d8de3f4da",2000,18,1,0,1,1,1,0
18948417,"913ea05d-7a75-11ea-a8e5-069d8de3f4da",3000,36,0,0,0,0,1,0
18948419,"9271b954-7a75-11ea-a8e5-069d8de3f4da",1400,36,1,0,0,0,1,0
18948431,"a4a585a6-7a75-11ea-a8e5-069d8de3f4da",8000,48,0,0,0,0,0,1
18948495,"1f08400f-7a76-11ea-a8e5-069d8de3f4da",7500,60,1,0,0,0,1,0
18948593,"d8de1df5-7a76-11ea-a8e5-069d8de3f4da",1000,24,0,0,1,0,0,1
18948670,"76e8a984-7a77-11ea-a8e5-069d8de3f4da",1000,12,1,0,1,0,1,1
18948734,"e3dd16ea-7a77-11ea-a8e5-069d8de3f4da",4000,24,1,0,1,0,1,0
18948742,"efbe13d5-7a77-11ea-a8e5-069d8de3f4da",4000,36,1,0,1,1,1,0
18948938,"403be473-7a79-11ea-a8e5-069d8de3f4da",5000,36,1,0,1,0,1,0
18949342,"907dd15a-7a7c-11ea-a8e5-069d8de3f4da",2000,24,0,0,0,0,0,0
18949507,"e7b9daaf-7a7d-11ea-a8e5-069d8de3f4da",1000,60,1,0,1,1,1,1
18949522,"03ddfe7b-7a7e-11ea-a8e5-069d8de3f4da",4000,48,1,0,1,0,1,1
18949604,"b295d25a-7a7e-11ea-a8e5-069d8de3f4da",2500,12,1,0,1,0,1,0
18949680,"4e7c0599-7a7f-11ea-a8e5-069d8de3f4da",3500,60,1,0,1,0,1,1
18949693,"6fbd2d1a-7a7f-11ea-a8e5-069d8de3f4da",1500,24,0,0,0,0,0,1
18949855,"b45e8836-7a80-11ea-a8e5-069d8de3f4da",3000,48,0,0,1,0,0,0
18949967,"89874d8e-7a81-11ea-a8e5-069d8de3f4da",500,12,0,0,0,0,0,0
18950066,"6bab43c9-7a82-11ea-a8e5-069d8de3f4da",2700,24,1,0,1,0,1,1
18950278,"1048be0e-7a84-11ea-a8e5-069d8de3f4da",3000,30,1,0,1,1,1,0
18950606,"d88110ba-7a86-11ea-a8e5-069d8de3f4da",2000,48,0,0,0,0,0,1
18950850,"31cc3bdf-7a89-11ea-a8e5-069d8de3f4da",1000,12,1,0,0,1,1,0
18950944,"fb128f51-7a89-11ea-a8e5-069d8de3f4da",1000,24,1,0,1,0,1,0
18951351,"db050c79-7a8d-11ea-a8e5-069d8de3f4da",9800,36,1,0,1,1,1,1
18951369,"0d20e32f-7a8e-11ea-a8e5-069d8de3f4da",7000,48,1,0,0,0,1,0
18951901,"53381be9-7a93-11ea-a8e5-069d8de3f4da",10000,36,1,0,1,1,1,0
18951911,"6d946b71-7a93-11ea-a8e5-069d8de3f4da",4000,24,0,0,0,0,0,0
18951986,"30471900-7a94-11ea-a8e5-069d8de3f4da",5000,60,1,0,1,0,1,0
18952025,"a1616607-7a94-11ea-a8e5-069d8de3f4da",1000,60,1,0,0,0,1,0
18952076,"1387944d-7a95-11ea-a8e5-069d8de3f4da",2000,36,0,0,0,0,0,0
18952414,"76296715-7a98-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,1,1
18952612,"a6ada61f-7a9a-11ea-a8e5-069d8de3f4da",2500,24,0,0,1,0,0,0
18952624,"cec36773-7a9a-11ea-a8e5-069d8de3f4da",8000,36,1,0,1,0,1,1
18952686,"51fd80db-7a9b-11ea-a8e5-069d8de3f4da",1000,24,0,0,0,0,0,1
18953229,"2e8d0130-7aa1-11ea-a8e5-069d8de3f4da",3500,60,0,0,0,0,0,1
18953891,"89203250-7aa8-11ea-a8e5-069d8de3f4da",1000,12,1,0,0,0,1,0
18954067,"1350cabb-7aab-11ea-a8e5-069d8de3f4da",3000,36,1,0,1,0,1,1
